food_type,number_of_guests,event_type,quantity_of_food,storage_conditions,purchase_history,season,preparation_method,location,pricing,food_wastage_amount,food_consumed,waste_percentage,price_per_kg,revenue_loss,donation_possible,waste_category,event_size
Fruits,230,Corporate,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Low,20,480,4.0,120,2400,Yes,Medium,Small
Vegetables,320,Birthday,400,Refrigerated,Regular,All Seasons,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,450,Corporate,500,Room Temperature,Occasional,Summer,Finger Food,Urban,High,30,470,6.0,350,10500,Yes,Medium,Large
Fruits,400,Corporate,500,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Fruits,342,Corporate,405,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,29,376,7.16,220,6380,Yes,Medium,Medium
Dairy Products,400,Wedding,350,Room Temperature,Regular,Winter,Sit-Down Dinner,Rural,High,35,315,10.0,350,12250,No,High,Large
Vegetables,240,Birthday,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Moderate,30,420,6.67,220,6600,Yes,Medium,Small
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,35,315,10.0,350,12250,No,High,Medium
Dairy Products,300,Birthday,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,30,370,7.5,220,6600,Yes,Medium,Medium
Dairy Products,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Suburban,High,63,435,12.65,350,22050,No,High,Large
Baked Goods,350,Birthday,450,Room Temperature,Occasional,All Seasons,Finger Food,Rural,High,30,420,6.67,350,10500,Yes,Medium,Medium
Meat,230,Birthday,500,Refrigerated,Occasional,All Seasons,Sit-Down Dinner,Suburban,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Meat,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,280,Wedding,350,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Fruits,400,Wedding,500,Room Temperature,Occasional,All Seasons,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Dairy Products,400,Corporate,500,Room Temperature,Regular,All Seasons,Finger Food,Urban,High,40,460,8.0,350,14000,No,High,Large
Baked Goods,380,Birthday,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Fruits,250,Social Gathering,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,300,Corporate,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Dairy Products,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Baked Goods,350,Corporate,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Vegetables,320,Social Gathering,400,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,320,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,220,Corporate,300,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,250,Birthday,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,280,Corporate,480,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,15,465,3.12,120,1800,Yes,Low,Medium
Dairy Products,450,Social Gathering,500,Room Temperature,Regular,All Seasons,Finger Food,Rural,High,30,470,6.0,350,10500,Yes,Medium,Large
Dairy Products,350,Wedding,450,Room Temperature,Occasional,All Seasons,Sit-Down Dinner,Suburban,High,40,410,8.89,350,14000,No,High,Medium
Vegetables,300,Social Gathering,400,Room Temperature,Occasional,Winter,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Baked Goods,220,Social Gathering,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,30,420,6.67,220,6600,Yes,Medium,Small
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,350,Social Gathering,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,247,Social Gathering,348,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,16,332,4.6,220,3520,Yes,Low,Small
Dairy Products,400,Social Gathering,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,400,Social Gathering,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,315,10.0,350,12250,No,High,Large
Meat,320,Birthday,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,280,Wedding,400,Refrigerated,Regular,Winter,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,320,Corporate,400,Room Temperature,Regular,Summer,Buffet,Urban,High,45,355,11.25,350,15750,No,High,Medium
Meat,350,Birthday,450,Refrigerated,Regular,Summer,Finger Food,Suburban,Low,20,430,4.44,120,2400,Yes,Medium,Medium
Meat,400,Wedding,350,Refrigerated,Regular,Summer,Sit-Down Dinner,Rural,High,35,315,10.0,350,12250,No,High,Large
Meat,350,Birthday,450,Refrigerated,Regular,Winter,Finger Food,Suburban,High,30,420,6.67,350,10500,Yes,Medium,Medium
Meat,400,Wedding,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Fruits,320,Wedding,400,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,High,35,365,8.75,350,12250,No,High,Medium
Baked Goods,220,Social Gathering,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,434,Social Gathering,495,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,36,459,7.27,120,4320,No,High,Large
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,300,Social Gathering,400,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,320,Birthday,480,Refrigerated,Regular,Winter,Buffet,Rural,High,40,440,8.33,350,14000,No,High,Medium
Meat,350,Corporate,450,Refrigerated,Occasional,Summer,Buffet,Urban,High,40,410,8.89,350,14000,No,High,Medium
Meat,400,Corporate,500,Refrigerated,Occasional,Winter,Buffet,Rural,High,30,470,6.0,350,10500,Yes,Medium,Large
Meat,310,Birthday,350,Refrigerated,Regular,Winter,Finger Food,Rural,High,35,315,10.0,350,12250,No,High,Medium
Meat,380,Wedding,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,High,35,465,7.0,350,12250,No,High,Medium
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,285,5.0,120,1800,Yes,Low,Small
Fruits,310,Wedding,350,Refrigerated,Regular,All Seasons,Finger Food,Rural,High,35,315,10.0,350,12250,No,High,Medium
Meat,434,Birthday,495,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Low,36,459,7.27,120,4320,No,High,Large
Fruits,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Rural,High,63,435,12.65,350,22050,No,High,Large
Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Urban,Low,16,372,4.12,120,1920,Yes,Low,Medium
Meat,300,Wedding,400,Refrigerated,Regular,All Seasons,Finger Food,Urban,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Meat,220,Wedding,300,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,15,285,5.0,120,1800,Yes,Low,Small
Meat,350,Corporate,450,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Meat,400,Wedding,500,Refrigerated,Occasional,Summer,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Meat,220,Corporate,300,Room Temperature,Regular,Summer,Finger Food,Urban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Meat,220,Birthday,300,Refrigerated,Occasional,Winter,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Vegetables,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,420,6.67,350,10500,Yes,Medium,Medium
Vegetables,220,Corporate,300,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Low,15,285,5.0,120,1800,Yes,Low,Small
Baked Goods,220,Birthday,300,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,285,5.0,120,1800,Yes,Low,Small
Dairy Products,300,Birthday,400,Room Temperature,Regular,Summer,Buffet,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Vegetables,280,Corporate,350,Refrigerated,Regular,Summer,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,350,Corporate,450,Room Temperature,Regular,Summer,Finger Food,Urban,Low,20,430,4.44,120,2400,Yes,Medium,Medium
Fruits,280,Corporate,350,Room Temperature,Regular,Winter,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,320,Wedding,400,Room Temperature,Occasional,Summer,Buffet,Rural,High,35,365,8.75,350,12250,No,High,Medium
Meat,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,207,Corporate,280,Room Temperature,Regular,Winter,Finger Food,Suburban,High,20,260,7.14,350,7000,Yes,Medium,Small
Fruits,275,Corporate,388,Room Temperature,Regular,Winter,Finger Food,Suburban,Low,16,372,4.12,120,1920,Yes,Low,Medium
Vegetables,400,Wedding,350,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,High,35,315,10.0,350,12250,No,High,Large
Meat,250,Wedding,350,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,400,Birthday,500,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Fruits,350,Birthday,450,Room Temperature,Regular,All Seasons,Finger Food,Suburban,High,30,420,6.67,350,10500,Yes,Medium,Medium
Baked Goods,300,Wedding,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,350,Birthday,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Baked Goods,250,Birthday,350,Room Temperature,Regular,All Seasons,Buffet,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Fruits,320,Birthday,400,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Urban,High,35,365,8.75,350,12250,No,High,Medium
Baked Goods,292,Wedding,470,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,50,420,10.64,350,17500,No,High,Medium
Dairy Products,350,Birthday,450,Refrigerated,Regular,All Seasons,Finger Food,Suburban,Low,20,430,4.44,120,2400,Yes,Medium,Medium
Vegetables,320,Wedding,400,Refrigerated,Regular,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Fruits,472,Birthday,489,Room Temperature,Regular,Summer,Buffet,Urban,Low,36,453,7.36,120,4320,No,High,Large
Meat,320,Corporate,400,Refrigerated,Regular,Winter,Finger Food,Urban,Low,15,385,3.75,120,1800,Yes,Low,Medium
Fruits,320,Wedding,400,Refrigerated,Regular,All Seasons,Buffet,Rural,High,35,365,8.75,350,12250,No,High,Medium
Meat,453,Wedding,484,Refrigerated,Regular,Summer,Sit-Down Dinner,Urban,High,54,430,11.16,350,18900,No,High,Large
Dairy Products,290,Wedding,374,Room Temperature,Regular,All Seasons,Finger Food,Urban,Low,27,347,7.22,120,3240,Yes,Medium,Medium
Dairy Products,350,Birthday,450,Room Temperature,Regular,Summer,Sit-Down Dinner,Rural,High,35,415,7.78,350,12250,No,High,Medium
Fruits,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Dairy Products,280,Corporate,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Baked Goods,250,Wedding,350,Room Temperature,Regular,Summer,Finger Food,Rural,High,30,320,8.57,350,10500,Yes,Medium,Medium
Fruits,320,Corporate,400,Refrigerated,Regular,Summer,Finger Food,Suburban,Moderate,20,380,5.0,220,4400,Yes,Medium,Medium
Meat,350,Wedding,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Vegetables,267,Wedding,393,Room Temperature,Regular,Summer,Sit-Down Dinner,Rural,Low,24,369,6.11,120,2880,Yes,Medium,Medium
Baked Goods,450,Corporate,500,Room Temperature,Regular,Summer,Finger Food,Urban,High,30,470,6.0,350,10500,Yes,Medium,Large
Meat,220,Wedding,300,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,280,6.67,220,4400,Yes,Medium,Small
Fruits,320,Birthday,400,Room Temperature,Occasional,Winter,Buffet,Rural,High,30,370,7.5,350,10500,Yes,Medium,Medium
Meat,400,Corporate,500,Refrigerated,Regular,Summer,Sit-Down Dinner,Rural,High,40,460,8.0,350,14000,No,High,Large
Dairy Products,400,Corporate,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,High,50,450,10.0,350,17500,No,High,Large
Fruits,442,Wedding,452,Room Temperature,Occasional,All Seasons,Sit-Down Dinner,Suburban,Low,32,420,7.08,120,3840,No,Medium,Large
Baked Goods,247,Birthday,348,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,16,332,4.6,220,3520,Yes,Low,Small
Fruits,320,Wedding,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,35,365,8.75,350,12250,No,High,Medium
Meat,290,Social Gathering,374,Refrigerated,Regular,All Seasons,Finger Food,Rural,Low,27,347,7.22,120,3240,Yes,Medium,Medium
Fruits,320,Birthday,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Vegetables,438,Birthday,493,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,33,460,6.69,350,11550,No,Medium,Large
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Urban,Low,15,335,4.29,120,1800,Yes,Low,Medium
Dairy Products,280,Social Gathering,350,Room Temperature,Regular,Winter,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Dairy Products,280,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Urban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,400,Birthday,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,45,455,9.0,350,15750,No,High,Large
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,35,415,7.78,350,12250,No,High,Medium
Dairy Products,350,Wedding,450,Room Temperature,Occasional,Summer,Sit-Down Dinner,Urban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,220,Wedding,300,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,15,285,5.0,120,1800,Yes,Low,Small
Dairy Products,260,Corporate,400,Room Temperature,Occasional,Winter,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,412,Social Gathering,478,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,Low,38,440,7.95,120,4560,No,High,Large
Dairy Products,320,Social Gathering,400,Room Temperature,Regular,All Seasons,Buffet,Urban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Meat,230,Corporate,500,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Urban,Moderate,30,470,6.0,220,6600,Yes,Medium,Small
Baked Goods,350,Birthday,450,Room Temperature,Regular,Summer,Finger Food,Suburban,High,30,420,6.67,350,10500,Yes,Medium,Medium
Baked Goods,302,Corporate,371,Room Temperature,Regular,All Seasons,Buffet,Suburban,Low,27,344,7.28,120,3240,Yes,Medium,Medium
Baked Goods,488,Corporate,498,Room Temperature,Regular,Summer,Finger Food,Suburban,High,63,435,12.65,350,22050,No,High,Large
Vegetables,350,Corporate,450,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,35,415,7.78,350,12250,No,High,Medium
Fruits,280,Birthday,350,Refrigerated,Regular,Summer,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,250,Wedding,350,Refrigerated,Regular,Winter,Sit-Down Dinner,Urban,Moderate,25,325,7.14,220,5500,Yes,Medium,Medium
Meat,230,Wedding,500,Refrigerated,Regular,All Seasons,Sit-Down Dinner,Urban,Low,20,480,4.0,120,2400,Yes,Medium,Small
Baked Goods,350,Social Gathering,450,Room Temperature,Regular,Winter,Sit-Down Dinner,Urban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Dairy Products,280,Corporate,350,Room Temperature,Regular,All Seasons,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Vegetables,208,Social Gathering,282,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,22,260,7.8,220,4840,Yes,Medium,Small
Dairy Products,250,Wedding,350,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Meat,250,Birthday,350,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Fruits,260,Wedding,400,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,Low,20,380,5.0,120,2400,Yes,Medium,Medium
Meat,300,Social Gathering,400,Room Temperature,Regular,Winter,Finger Food,Rural,Moderate,15,385,3.75,220,3300,Yes,Low,Medium
Dairy Products,400,Wedding,400,Room Temperature,Regular,Summer,Sit-Down Dinner,Urban,High,40,360,10.0,350,14000,No,High,Large
Baked Goods,400,Birthday,500,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Large
Meat,350,Social Gathering,450,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,Moderate,25,425,5.56,220,5500,Yes,Medium,Medium
Baked Goods,400,Social Gathering,500,Room Temperature,Regular,Winter,Finger Food,Rural,High,40,460,8.0,350,14000,No,High,Large
Baked Goods,320,Corporate,400,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
Dairy Products,270,Wedding,400,Room Temperature,Regular,Winter,Sit-Down Dinner,Suburban,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,220,Wedding,300,Room Temperature,Regular,Winter,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,280,Birthday,350,Room Temperature,Regular,Summer,Finger Food,Suburban,Moderate,20,330,5.71,220,4400,Yes,Medium,Medium
Baked Goods,400,Wedding,500,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,50,450,10.0,350,17500,No,High,Large
Vegetables,220,Corporate,300,Refrigerated,Occasional,All Seasons,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Baked Goods,247,Corporate,348,Room Temperature,Occasional,Summer,Finger Food,Suburban,Moderate,16,332,4.6,220,3520,Yes,Low,Small
Fruits,320,Social Gathering,400,Refrigerated,Occasional,Winter,Buffet,Rural,High,40,360,10.0,350,14000,No,High,Medium
Dairy Products,320,Birthday,400,Room Temperature,Regular,Summer,Buffet,Rural,High,35,365,8.75,350,12250,No,High,Medium
Fruits,250,Birthday,500,Refrigerated,Regular,Winter,Sit-Down Dinner,Suburban,High,40,460,8.0,350,14000,No,High,Medium
Dairy Products,320,Corporate,400,Room Temperature,Regular,Winter,Buffet,Urban,High,45,355,11.25,350,15750,No,High,Medium
Meat,220,Birthday,300,Refrigerated,Occasional,Summer,Finger Food,Suburban,Moderate,15,285,5.0,220,3300,Yes,Low,Small
Dairy Products,400,Corporate,500,Room Temperature,Regular,Summer,Sit-Down Dinner,Suburban,High,45,455,9.0,350,15750,No,High,Large
Baked Goods,350,Birthday,450,Room Temperature,Regular,All Seasons,Sit-Down Dinner,Suburban,High,40,410,8.89,350,14000,No,High,Medium
Baked Goods,280,Social Gathering,350,Room Temperature,Regular,All Seasons,Finger Food,Rural,Low,20,330,5.71,120,2400,Yes,Medium,Medium
Dairy Products,320,Corporate,400,Room Temperature,Regular,All Seasons,Finger Food,Rural,Moderate,25,375,6.25,220,5500,Yes,Medium,Medium
